"code","label","subcategory","feedback","criticality","organization","question","row_index"
"cs","Care received","Advice and support","Family support and 123 magic has been very supportive and helpful in giving me right information and knowledge to put routines in place and use the 123 magic and sleep tight course effectively for me and my son and has given me courage to say it is ok to need some help when struggling we're only human and we are doing a good job.","2","Care Opinion","Care Opinion - Q1",917
"ce","Care received","Emotional care","My life was like a hedgehog, 1 spine for every person.  
![Image](https://www.careopinion.org.uk/resources/posting-images/opinions/ab8680405c26407bbe19be5f6c6827b3.png)  
**The Hedgehog of Peace & Wellbeing!**  
1. I learnt to see the good in every lifeform and not just the negativity.  
2. Every one deserves a second chance in life and should not feel guilt weighing them down.  
3. Talking with staff - never mind the rank! eased my mind.  
4. Other patients made me feel good as I could also support them!  
![Image](https://www.careopinion.org.uk/resources/posting-images/opinions/0fae62cc46d3492bbde4bfab70732b13.png)The majority were fab all over.  
![Image](https://www.careopinion.org.uk/resources/posting-images/opinions/cea6690cff48415297636e92aa7349ec.png)Some staff could be more respectful  
Improvements could be made by more people having courage to make a better future and talk in the profession.  
(Thorneywood Mount Residential Unit)","2","Care Opinion","Care Opinion - Q1",918
"mi","Communication","Amount/clarity of information","Getting useful information regarding sleep and how it has impact on behaviours and what we can do to help improve sleep behaviour.","1","Care Opinion","Care Opinion - Q1",919
"ti","Transition/coordination","Coordination/Integration Of Care","Continuation of my story as a carer and the effects has on you as a individual.I have cared for my wife for 37 years who has mental health issues and over the years she has been diagnosed with several psychical disabilities.  
I also care for my son who had a mental breakdown in 2009 he also suffers from diabetes type 2. Up to approximately eight weeks ago i was seeing a CPN in the elderly Mental Health Team based at Highbury Hospital Nottingham who i had been seeing on a regular basis for over a year i am no longer seeing my CPN as i discharged myself from her after seeing her for over a year as i felt that with tools that was offered to me the time was right.  
Up to the present moment i still have a Psychiatrist.The service i was given by the team was exceptional they helped me to get through a very difficult time in my life due to the stress of caring for my wife and son i was suffering from depression and also due to my role in caring i lost my identity as a husband and father.I would also like to thank the NHS Nottingham City Carer Support service who helped me to get this period and i am sure that with there continued support it will be of a great help to me and family!","2","Care Opinion","Care Opinion - Q1",920
"sa","Staff","Attitude Of Staff","I think you’re lovely, you’re unique and I would adopt you if I were 30 years younger. I am really going to miss you, can’t you visit me forever?","1","Care Opinion","Care Opinion - Q1",921
"ce","Care received","Emotional care","Attended little talkers to help with my sons speech and attention and listening. I feel the group has helped with my sons communication and language and his confidence. The group has helped me learn different ways of helping him and communicating with him. Louise and Hayley have run the group well and given out lots of information, help and advice.","1","Care Opinion","Care Opinion - Q1",922
"ti","Transition/coordination","Coordination/Integration Of Care","My elderly mum of 92 was sent from Queens Med to Lings bar for rehab as she has broken her ankle.
My mum was showing anxiety signs when she arrived and had been treated at Queens before being discharged to Lings Bar for an infection.
After a few days in Lings Bar her distress was increasing and we were told it was probably seizures due to her dementia.
They decided that she should go back to Queens and called an ambulance. The ambulance crew said it wouldn't be seizures as she was able to grip our hand and most likely could be a water infection!
I asked if this could be the case in Lings Bar and was told she didn't have an infection and anyway they were a rehab centre and not a quote ""medical ward""
After arriving in A&E we were told she DID HAVE A WATER INFECTION AND THEY TREATED HER FOR THIS with antibiotics.
Mum recovered quite quickly as is back on a ward in queens Med.
It would seem to me and I know more than most because we have had the misfortune to be in and out of hospital with cancer illness etc that our NHS system cannot cope with the amount of people using it.
It would also seem that you have a 50/50 chance of being looked after as you would expect.
Signed Sad and frustrated","-4","Care Opinion","Care Opinion - Q1",923
"sp","Staff","Professionalism/Competence Of Staff","I was a patient in Rampton hospital for just under 5 years when I arrived on my first day at 20 years old I was petrified as I had heard all of the horror stories but I want to change the narrative. is Rampton perfect? no, however it cares and because of that care I am now in a medium secure unit well and truly on my recovery pathway and the people who helped to lay the foundations were all the dedicated staff who work at Rampton hospital and for that myself and my family will be forever grateful the person I am today is thanks to the compassion and care from the staff they do so much on so little and it is a testament to the the staff that in the face of budget cuts and staff shortages that patient care still takes priority and I think its about time it got recognised so thank you","5","Care Opinion","Care Opinion - Q1",924
"ce","Care received","Emotional care","The session at Nottingham Personality Disorder & Development Network helped me to understand that just being there is often enough.  
Feel more confident and less guilty moving forward.","2","Care Opinion","Care Opinion - Q1",925
"xx","Miscellaneous","Null/inappropriate","I’m A Catherine Wheel and I’ve been a regular in the world of mental health since 1979. I started out here in Local Mental Health Services Nottingham,(currently accessing the Stonebridge Centre, Team East), returned sometimes, and came back here to keep a promise. I’ve overstayed, and will soon be off to live at the seaside! However I’d like to post some musings about my life and times here with LMHS Nottingham and follow them up with more detailed posts on some of them before I leave. My services begin in 1979, but the subsequent detailed posts will concentrate solely on now.  
Since 1979 LMHS Nottingham’s been like this for me:  
Back then  
port in a storm  
A time of  
sailing by  
Recently  
rocking the boat  
making waves  
Nowish  
woman overboard - clueless about how lovely the water is  
My recent LMHS Nottingham experience has been disappointing, mixed, good, and great. Like this:-  
The good:  
Ace people: all recent: Much loved Vivienne, (now gone), Gordon (hanging on), Kieran (now gone), thank you.  
Alex who is putting up with me: this pain in your neck, giver of disproportionate sticks, eater of all the carrots (being a veggie! ). I don’t know how you are doing this. Can’t think why you haven’t refused to work with me. Glad you're around . Coming off Seroxat is really something else!  
Cafe Art: Lovely staff; great latte! Pity about the telly and the QI Hive take over.  
Those unforgettable consultations with Dr Sara, (once consultant psychiatrist of these parts to around 2016):  
The aaaaaafternoon tea at the Ritz ones, and the greasy spoon consultations you gentled me to when required.  
The time when Sara, and I swept the board and the carpet saw red at the Oscars, for that rant of a lifetime far exceeding expectations. (Thus also worthy of an Ofsted). Your quietly confident line: “Is there anything else you would like to tell me today?”  
You listened and you helped. Despite your abrupt leave taking I hope you too are having a ball. Many happy retirements Sara!  
The mixed and some of the disappointing  
Having to DIY my mental health as much as I am expected to do here. I would have liked connection, and a woman counsellor to talk to. Alex is trying to get counselling for me now. I have though felt alone with it all. Lost. Missing. Absent. Standing next to myself often. There has been unnecessarily deep hurt, pain, yearning, struggle. I did have a social worker and support worker in Wales right until I came back here. Yet it gave, does give, me the freedom to make my own decisions, try things beyond the present thinking here. To think and see more widely with others on the outside of health and social care. To be mixed up, making things up, muddled, mistaken, and rounded. Like life is.  
The Trust’s involvement, co-stuff, peer stuff. It’s good to make improvements to what there is, keep up and raise standards. But can other things be done? How about looking at how distress, anguish, pain, despair, sorrow, fear, suffering, uncertainty, grinding down, etc become “health” issues? How about involvement with and co-production of a paradigm shift? Perhaps around how can we live together and organise life so we don’t need services like these in the first place?  
Sometimes I’ve longed for a space for us to question and debate. To think critically and broadly on topics, reflect, and represent things together. Things affecting us here like: Recovery, Journeys of Recovery, stigma, ableism, individualism, …..“The system”, so many locked doors, rationing and limiting access policies, organisational kindness, communication, provision of information, sharing knowledges. And the smartness of bees, not the QI ones, with their more flexible approach to collective wisdom. There’s so many ideas, ways to see, to relate to issues, to express them, and make them accessible to everyone.  
The great stuff of here:  
People I’ve encountered along the way.  
Voicebox: a group for voice hearers, thanks everyone you are just amazing.  
Learning that there’s a lot more to equality than opportunity.  
Appreciating that not everyone, irrespective of dreams, trying and grafting, will necessarily make it.  
Realising that we carry each other’s weight.  
To be given opportunities to use my privilege.  
  
Handing it to myself that the choice between a journey of recovery and that armchair, slippers, and good book, has been the swiftest decisive decision I’ve ever made.  
Being able to be openly honest about how I think, feel, and dream. Yes, even being able to say that at times I do lie through my wisdom teeth about the contentious matter of the medications!  
Thinking, well, maybe, you’re not that bad at LMHS Nottingham, deep down, perhaps. Having my ambivalence accepted and validated.  
Writing wish letters to Mother Christmas of our Trust.  
Laughing. Having fun. Celebrating. Lots and lots of this!  
Posting on Care Opinion and seeing that it does get results in Nottingham! Many thanks the Service Manager of City LMHS Teams East and South.  
Ah…. the bubbles and the sparkle though belong to those days long gone: To  
Jane (when we psychotherapied together, last century)  
You said about fur-lined ruts. I said that one day you would be wise. I think you are. Thank you, thank you, thank you, Dr Price.  
Thank you all,  
A Catherine Wheel, in the Certain Ages, with nothing to lose and everything to gain.  
","0","Care Opinion","Care Opinion - Q1",926
"mi","Communication","Amount/clarity of information","Family & Friends session - Wellcome group  
Very informative, could be here for hours and still have questions. Thank you.","2","Care Opinion","Care Opinion - Q1",927
"ce","Care received","Emotional care","Now I am 2 group at Warsop Children's Centre  
  
Our beautiful daughter M,  
went to start nursery.  
She really wasn't impressed,  
You'd think we sent her for dental surgery!  
  
It really was a struggle,  
To see her so upset.  
We didn't want to take her back,  
We just wanted to forget.  
  
Then through the dark clouds,  
We found an angelic group.  
Caring, understanding and helpful,  
They are the perfect family troop.  
  
They've helped M's confidence,  
Now she really loves to play.  
There is always smiles and laughter,  
When we tell her we are on the way.  
  
She loves to go to school now,  
And doesn't want to leave.  
It's amazing to see how she's grown,  
You'd have to see it to believe.  
  
Without this group we'd be lost,  
We wouldn't know where to turn.  
Having children and growing with them,  
There's always something to learn.  
","1","Care Opinion","Care Opinion - Q1",928
"sp","Staff","Professionalism/Competence Of Staff","I do not want to go into details as I have made a formal complaint against the Aspergers Service at The Pines, Bulwell Hospital which so far I have not received a satisfactory response.  
  
In a nutshell, my daughter was not treated well at all by this service, both her and myself are most disappointed and I would not encourage anyone else to use it, if they would be treated the way in which my daughter was.  
The staff there need to appreciate that they are dealing with adults who have 'Aspergers Syndrome', hence many people mask their condition, which includes their feelings; as professional staff they should be able to detect that.  
There is far too much of a 'bull in a China shop' approach, in my opinion.  
Maybe that was just my daughter's experience but I expect them to make much more of an effort to engage with clients more satisfactorily.  
From our experience, we expect professionals to act professionally and this was not the case. This was most disappointing and I would be very reluctant to use the service myself and I know that my daughter feels exactly the same.  
The Aspergers Service is supposed to be 'helpful', not 'hopeless'.","-4","Care Opinion","Care Opinion - Q1",929
"ap","Access","Provision of services","The dentist has a massive waiting list every time you try to get onto it otherwise I find everything OK","-2","Care Opinion","Care Opinion - Q1",930
"ca","Care received","Activities","I attended the training to be a 'being a parent' course leader.  
It gave me so many new skills and tools to help me with my toddler and for the future. I even made changes I hadn't even considered being a potential issue for the future until attending the course. I have since facilitated a course myself and really enjoyed not only sharing the course content but being able to give real experiences of how it's helped me and my family.","3","Care Opinion","Care Opinion - Q1",931
"mi","Communication","Amount/clarity of information","I attended the Family & Friends support session at the Personality Disorder Network. In this session I think all my queries were answered/highlighted. I am extremely grateful to be further informed and educated. Many thanks","2","Care Opinion","Care Opinion - Q1",932
"ce","Care received","Emotional care","I attended the Family & Friends support session at the Personality Disorder Network and found the presentation interesting and useful. I feel that it has helped increased my understanding of personality difficulties. I hope the issues covered will help me cope going forwards.","1","Care Opinion","Care Opinion - Q1",933
"cs","Care received","Advice and support","Highly recommend. Always happy to give advice regarding kids and parents.","2","Care Opinion","Care Opinion - Q1",934
"sa","Staff","Attitude Of Staff","Always feel welcome. Nice to see toys for all ages. Help and support is always offered by all staff.","1","Care Opinion","Care Opinion - Q1",935
"sa","Staff","Attitude Of Staff","very kind and informative. made me feel welcome and wanted as part of the group","2","Care Opinion","Care Opinion - Q1",936
"ap","Access","Provision of services","I really enjoy the toddler classes, however now my little boy is turning one soon I feel there is not much options for classes for me to attend. Stay and Play 0-5 seems like a big age gap and a 1-2 class would be much better and there is also no classes/ groups for over 1s on a Mon/Tue in my area yet there are two stay and plays on the same day. Would be better spread out over the week. I love the Sure Start groups and feel me and my boy have got a lot out of attending including singing, sensory activities, meeting new people","-1","Care Opinion","Care Opinion - Q1",937
"sa","Staff","Attitude Of Staff","good baby massage course. friendly and welcoming","1","Care Opinion","Care Opinion - Q1",938
"ca","Care received","Activities","Baby massage has been a lovely way to learn about my baby's health and well being and use massage to benefit her in various different ways. It has helped my child with trapped wind and has been a lovely bonding experience.  
It has also been a great way to meet other mums and share experiences.  
Staff have been very friendly, approachable and extremely helpful","2","Care Opinion","Care Opinion - Q1",939
"sa","Staff","Attitude Of Staff","The staff are knowledgeable and approachable. The baby massage program was brilliant and knowing which points during massage will help with teething, congestion and other sinues.","2","Care Opinion","Care Opinion - Q1",940
"ca","Care received","Activities","The group is welcoming, staff and parents. One member in particular, Tammy, makes our morning entertaining and we don't know what we would do without her.","1","Care Opinion","Care Opinion - Q1",941
"ss","Staff","Staff: General","Absolutely brilliant. The staff are fantastic and I have learnt new and exciting ways to interact with my child","3","Care Opinion","Care Opinion - Q1",942
"cs","Care received","Advice and support","The sleep support has been a massive help to our family and made bedtime a positive experience. Everyone is much happier and more relaxed as we aren't getting stressed at bedtime and are getting our bed back.","2","Care Opinion","Care Opinion - Q1",943
"cc","Care received","Care received","-Fantastic services  
-Professional staff that are really informative  
-good to meet other parents, the interaction has been really important  
-The classes are well organised and the teachers make the sessions really fun and interactive","2","Care Opinion","Care Opinion - Q1",944
"cr","Care received","Rules/approach to care","This course is brilliant. I feel more confident, I felt welcome straight away.  
Little Learners  
My child settled well into creche from the start and usually he doesn't leave my side","1","Care Opinion","Care Opinion - Q1",945
"sa","Staff","Attitude Of Staff","Found the course very helpful and also made new friends.  
Thank you.  
Friendly staff and very relaxed atmosphere","3","Care Opinion","Care Opinion - Q1",946
"cs","Care received","Advice and support","Found that after this course the whole family do listen a lot more than they did giving us more confidence in supporting our kids a lot better  
and that I should go out more with my kids for a lot more fun a lot more","1","Care Opinion","Care Opinion - Q1",947
"cl","Care received","Made A Difference To My Life","Brilliant course, the house is no longer a battlefield on a regular basis.  
Everyone is calmer and happier. Problems and upsets are dealt with in a better way.  
Course leaders were great - time to discuss everything - able to personalise for us. Also listening to everyone on the course about anything we need.  
It has made the difference to me I needed.","2","Care Opinion","Care Opinion - Q1",948
"ca","Care received","Activities","Great course - about the right mix of video and group chat. Very respectful and open to ideas and suggestions.  
Course has really helped calm family down and stop behaviours. She is much nicer and happier as a child and improving at school.","2","Care Opinion","Care Opinion - Q1",949
"mi","Communication","Amount/clarity of information","Found really helpful  
My daughter helps more does things without me asking. Got loads of ideas of how to help my little boy with autism  
very well course to go on.","2","Care Opinion","Care Opinion - Q1",950
"sa","Staff","Attitude Of Staff","Love coming to Friday group with Tammy @ Oaktree. She's lovely made me feel really welcome when I first came always make a fuss of my little boy and all the others that came. Always does something different. Every week as are opinion and thoughts","1","Care Opinion","Care Opinion - Q1",951
"sa","Staff","Attitude Of Staff","My experiences here have been lovely, always welcome, feel safe and secure. Children are always happy and plenty of toys for children to choose and play.  
Staff are lovely and genuine. Can talk to staff without the feeling of being judged.","3","Care Opinion","Care Opinion - Q1",952
"cs","Care received","Advice and support","At the moment I attend the Under 1s group with my child which I find really beneficial.  
I have used this service over the past 4 years, as I have a 4 year old child as well.  
Since attending the group at the end of November with my child, I have found Tammy really helpful with advice on weaning, early language and communication and just a general talk of day to day activities. She has been very welcoming and approachable and a good professional within the Sure Start Centre. It is very sad that she will be leaving Oak tree Childrens Centre, and that it is unfair she has had short notification that she will be moving.","2","Care Opinion","Care Opinion - Q1",953
"sa","Staff","Attitude Of Staff","We love Baby group it is such a fantastic group for my baby to grow and develop and learn new skills.  
The staff team is great and make me feel at ease and comfortable.  
Tammy has really helped within group on a Fridays she is always here to offer me advice and support. She always listens and has kind words. If I could ask for anything or improvements is that there is more play groups and a play group age for 1 year to 2 years as jumping from 0-5 years is a bit much.","2","Care Opinion","Care Opinion - Q1",954
"cs","Care received","Advice and support","The Occupational Health team have helped me massively in provided support and help. Excellent listeners and motivators. Have lifted my spirits especially the workshops they run.  
I cannot thank the team enough and wish them all the very best with their individual future progressions with Nottinghamshire Healthcare 🙂.  
Rowan 2","3","Care Opinion","Care Opinion - Q1",955
"cr","Care received","Rules/approach to care","Its been really good, not just with all the changes and improvements but I understand the importance of all the changes.","1","Care Opinion","Care Opinion - Q1",956
"cs","Care received","Advice and support","-2 year entilement  
-toileting  
-behaviour  
-dump the dummy  
Fantastic support from staff","1","Care Opinion","Care Opinion - Q1",957
"cs","Care received","Advice and support","The healthcare service in HMP Nottingham really helped me through a really tough time and encouraged me to do group work and interact more, which in turn positively affected my social skills and enabled me to function better in prison, Thanks Notts Mental Health Team","3","Care Opinion","Care Opinion - Q1",958
"cs","Care received","Advice and support","A big thank you to Lings Bar to Drs, nurses and staff they are all very helpful and caring, they all helped me to get my confidence back. I feel a lot safer now in walking and standing.  
I would recommend it to everyone.  
A very _Thankful_ Patient.","3","Care Opinion","Care Opinion - Q1",959
"cp","Care received","Physical care","We’ve got an issue with getting a haircut on Cherry Ward. It was 12 weeks before I got my haircut. They have been waiting for a hairdresser for over a year. &nbsp; It’s ridiculous!","-2","Care Opinion","Care Opinion - Q1",960
"ef","Environment/ facilities","Food","Cherry ward  
I hate rushing my breakfast and want to savour my meal. Why do we have to rush?  
I can feel stressed at mealtimes and if I don't like the food it can make me feel exasperated. Its good that's there is choice but sometimes you can't get food you like","-1","Care Opinion","Care Opinion - Q1",961
"ti","Transition/coordination","Coordination/Integration Of Care","The social services team and the clinical occupational therapy teams need to get themselves sorted out quickly so that people are not affected by their lack of action.  
Two weeks ago, the occupational therapists, who have been seeing my wife for some time, decided that the support my wife needed was the responsibility of the County social services team. A week ago, the County Social Services team accepted responsibility and rang to say someone would ring the following day but no one has. I need a new toileting sling for my wife, all it takes it a call to the local Red Cross equipment providers who would then be able to deliver it to me. However, the occupational therapists and the social services team appear to be in a wrangling match about who should make this call, we are caught in the middle without access to the sling that we need. How difficult can it be? Why does it need to be so complicated and time consuming?","-2","Care Opinion","Care Opinion - Q1",962
"ca","Care received","Activities","I would like more singing activity on Cherry Ward. Don't assume that just because we are older we all like Vera Lynn!  
I prefer 50's and 60's songs.","-1","Care Opinion","Care Opinion - Q1",963
"ss","Staff","Staff: General","All staff are great on Cherry Ward. They are always on the go!","2","Care Opinion","Care Opinion - Q1",964
"mi","Communication","Amount/clarity of information","My experience with the service has been excellent learn a lot about brain development and baby cues  
My experience with Ann has taught me a lot about preparing me for babys birth and learning about all different crys in baby Ann has been Brilliant enjoyed working with her","2","Care Opinion","Care Opinion - Q1",965
"ss","Staff","Staff: General","Everything Tracey has done for me and my family, she's amazing, she's help me improve my bond with my son, helped me with tactics how to deal with my son's tantrums and behaviour and sleep patterns, I think Tracey is a superstar she really has helped me with my confidence and wellbeing my mental health has improved so much.  
I give Tracey a 10 000 000% she's an absolute star, I wouldn't change anything how she's helped me. 🙂","3","Care Opinion","Care Opinion - Q1",966
"sp","Staff","Professionalism/Competence Of Staff","We had concerns our daughter was not learning to speak as quickly as might be expected. &nbsp; When I raised this at her two year review we were referred to the Hometalk Programme through the local Surestart centre. &nbsp; Our Hometalk visitor, Karen, came to visit us 6 times over a two month period working with my daughter and giving me lots of tips and techniques to help improve and develop my daughter's speech. &nbsp; The sessions were really helpful and it was easy to put what we had learnt in to practice outside of the sessions. &nbsp; We noticed a real improvement in my daughter's speech and now feel confident that we can help her continue to develop her speech ourselves. &nbsp; &nbsp;","2","Care Opinion","Care Opinion - Q1",967
"ap","Access","Provision of services","Childrens Centre Service - Stay and Play. (Warsop) + Meder Vale  
These services have been fantastic. I have twin 4 year olds and a 1 year old. The Stay and Play Groups have provided a safe and fun place for me to go and gain confidence that my children will be safe and help is provided when I was stuck breastfeeding. I would have stayed at home without these groups.  
These groups are invaluable for parents to have available to bring their children,  
In the future: I will still be hoping to bring my child to Stay and Play on my days off.","2","Care Opinion","Care Opinion - Q1",968
"cr","Care received","Rules/approach to care","Meder Vale Bungalow / Warsop C/C  
The sure start groups have been fantastic start for my boy. He is now 2 and has really enjoyed attending.  
They are fantastic and it would be a shame if they did stop","2","Care Opinion","Care Opinion - Q1",969
"ce","Care received","Emotional care","- Helped with emotional support with postnatal depression  
Gave strategies, came weekly which was a massive help and support,  
-> I have improved emotionally and physically more quickly than what I would on my own  
enabling a more happy family life for all of us","2","Care Opinion","Care Opinion - Q1",970
"dp","Dignity","Involvement: Of Service Users/Patients","I would like to thank the management for allowing me to be present at the peer review and I would like to thank you for the delicious buffet provided.  
I gave good reports and spoke to the review team when they asked me questions.  
And I gave good answers to the questions They were very pleased.  
Everything went very well and was fine.","1","Care Opinion","Care Opinion - Q1",971
"ca","Care received","Activities","C really enjoys his visits. He has learned a lot and his confidence has really improved. He enjoys playing and has learnt a lot","1","Care Opinion","Care Opinion - Q1",972
"sp","Staff","Professionalism/Competence Of Staff","posted on behalf of a patient on the PD service;  
'I really don't know what to write as I will be gone on Monday. I am a little nervous about moving on but I'm sure everything will be alright. I'm glad I'm leaving on a positive note.  
I would like to thank the team for their support over the years and for the support I have been given when I was struggling. However I can take a lot from Arnold Lodge like problem solving as it will help me in the future. so I hope every one has a fulfilled future and I hope I do well where I'm going.  
All the best","2","Care Opinion","Care Opinion - Q1",973
"cr","Care received","Rules/approach to care","The parenting course at Worksop was brilliant and I have learned so much from it. It would be very beneficial to lots of different kinds of parents.","1","Care Opinion","Care Opinion - Q1",974
"sa","Staff","Attitude Of Staff","My Aunt  had a bad fall and was transfered to Lings Bar. I her Nephew , had never been to this hospital so I dint know what to expect. However when I went in i had a very nice reception, i was then shown to the ward, the nurses were very polite and informed me as to what was going on with my aunt. I also met with the ot team, who have been so helpful I cannot thank them enough. The Hospital is very nice, its clean and run by very very nice proffesional people. So may I thank all the Nurses the Staff ans especialy the O T team. I would recomend this Hospital every time, so thanks again
Graham","3","Care Opinion","Care Opinion - Q1",975
"cs","Care received","Advice and support","A big thank you to IRIS for the support and effort you are all giving mum, I feel that it is invaluable and I am very appreciative of it at a very difficult time&nbsp;","2","Care Opinion","Care Opinion - Q1",976
"ee","Environment/ facilities","Environment/ facilities","Hi I’m A Catherine Wheel and I access my Nottingham City East local mental health services at The Stonebridge Centre. Stonebridge is what my post is all about.  
If you go down to the Stonebridge Centre today, you’re in for a big surprise. It’s just re-opened after our co-produced refurbishment, and now you’ll hardly believe your eyes. It’s as evidence-based as a picnic under Milkwood.  
For starters the outdoor areas are litter-free; now gone the tall wire perimeter fences. The green bits are tidy, all window shutters are open, and someone’s put a bench out. You can see the signs noting the Trust being positive about mental health, quite clearly now the wire’s gone.  
Everyone can walk right in. No deserving/undeserving questions asked. No staff/people divide by entitlement to the locked door codes. And this is carried through along all those formerly locked away inside corridors. It’s a proper free for all now.  
A bit in, there’s a creative space with a repurposed table and chairs, mags and books shelf, little boxes full of ticky tacky to explore, imagine, create with, so everything looks the same and nothing like it. There’s other chairs etc too, for reading, reflecting, relaxing, and to be.  
Near by there’s a viewing area for the telly, with separate, soft, comfy chairs plus other seating for people who can’t do comfy. People decide what to watch and operate the telly themselves, like grown-ups do.  
Next there’s a table of help yourself refreshments. There’s access to several toilets, not our usual only one. No more having to dash to the gp practice up the road where you can walk in, and use theirs, without challenge, deviation or hesitation.  
The What’s the Buzz corner’s got updates from the Trust, and our co-produced “tipping points” facts, ideas, things to try sheets on such a wide range of topics. For example one about highs and lows, hearing voices, another on depression, others like - on being a thoughtful elder, anxiety, stress, a good night’s sleep. I saw the one I helped with about coming off Seroxat.. They’ve got leaflets on what principles the Services are based on. Explanations about policies and practices, what you can access from here, and how to keep in the know, and meet other service users in the same boat as you. There was info from all sorts of organisations, and about places with things to do, info about things for all our diversities, interests, and pockets. And the whole lot dated, and where it came from so no one would go away with old stuff or no leads. Yes, even all the above in a variety of presentations: pictures, song, dance, soundings , sightings, signings, hearings, ranges of colours, languages, all sorts of ways to take the message home.  
There was also our adds board for passing it on….like our skills in digital stuff, and how we can help each other with all kinds of things respectfully and safely.  
I noticed adds for us about getting together to co-make a zine, and an audio-visual. Adds to have co-realised discussions, to co-make ways to share our thoughts, findings, about what it’s like, and our collective, shared vision, shared hope, shared dream of ways to be. All our difference, all coming together with the threads that hold us in common humanities, and personhoods.  
Oh yes, I thought you might like to know the Reception staff have all been on a pamper weekend with workshops on being nice, not grumpy. They had a ball by all accounts. All’s well with the world of reception now. Like us, they just needed someone to be kind to them too.  
I looked around, at it all. And it made me feel like I’m part of all this. That together we are stronger, solider, warmer. We’re connected, interrelated, and interdependent. We did this together, thought it through, got on with it, and now we’re maintaining it together and taking it forward. Others will join in and take it over. Pass it on. All of us co-producers.  
And I remembered how we asked around for the tables and the chairs and all the stuff. The times all of us got together to make everything nice. I thought of how talented and limited people are, of hidden depths, stirrings, and undercurrents.  
And I couldn’t help myself, I smiled big time, remembering how I was given the sledge hammer to bash that intercom outside the front door, which locked the staff in, and locked us lot out, baring us lot’s entry to Stonebridge. And I revisited my proud moment when I smashed that locked door policy to smithereens, and caught a fleeting glimpse of Duncan Macmillan, smiling, as the doors of the Asylum unlocked again.  
Not quite sure how to end this post. Might have to break the second rule of writing. This is: when you’ve finished a hopey, dreamy, wishy, wayward piece, you must never, end with:  
and then I woke up  
(In my case as A Catherine Wheel, in the Certain Ages, with nothing to lose and everything to gain).  
Looks like it’s curtains for me.","2","Care Opinion","Care Opinion - Q1",977
"ca","Care received","Activities","I attended the EPEC Parenting Course for a number of weeks to help build my confidence and skills within parenting. It helped me make new parent friends to which we shared views, opinions and skills etc. with each other. We engaged in different tasks to help build our awareness of parenting.  
Within this course I gained a lot of knowledge and confidence which made me feel happier within myself as a parent. I did however feel a little nervous at the start of the course as it was new to me and didn't know anyone. However, as the course went on I found that I settled down a lot and was able to talk and share my opinions and ideas.","2","Care Opinion","Care Opinion - Q1",978
"da","Dignity","Respect For Diversity/ Person-Centeredness","I think that St Andrew's is better than Rampton. I don't want to upset anyone but it's my opinion.  
The freedom of the person is much better here, I'm allowed to go to my room when I want and can have what I want in my room, whereas at Rampton (when I was there) I couldn't have anything in my room.  
The feel good factor at St Andrew's is good. It feels like my home but I didn't feel like that at Rampton, it feels like a hospital there. Here at St Andrew's it just feels like an extension of my own home - I feel normal here.","2","Care Opinion","Care Opinion - Q1",979
"mi","Communication","Amount/clarity of information","I went on the being a parent course so I could get more confidence and to get tips in how to deal with challenge behaviour&nbsp;","1","Care Opinion","Care Opinion - Q1",980
"cs","Care received","Advice and support","I really appreciate all the help Michelle has given us as a family. We feel more confident in maintaining our childrens health and wellbeing. thanks for everything.","1","Care Opinion","Care Opinion - Q1",981
"cc","Care received","Care received","Excellent treatment all round, from front desk to dental team. Came in thinking I had an infection, left minus a wisdom tooth (extracted pain free). Thank you : )","3","Care Opinion","Care Opinion - Q1",982
"ce","Care received","Emotional care","I recently finished the being a parent course through my local children's centre. It has been a positive experience and I feel I have gained more confindence and skills in the everyday role of being a mum. The volunteer parent group leaders made it very easy to learn and offered great advise. &nbsp;","2","Care Opinion","Care Opinion - Q1",983
"wb","Access","Time spent waiting between appointments","Last Wednesday I had my initial appointment/assessment on the phone. It is a week later and I have yet to receive an email/any further contact. It was promised that this would be sent after the call to clarify what we had discussed, and the next steps for my treatment.
I appreciate the service is in high demand, but am only further disillusioned with the complete lack of care demonstrated by anyone sending this information across, let alone checking in on me. Having come to this page in search of answers/clarity on what the waiting time for this would be - my experience doesn't seem uncommon.","-2","Care Opinion","Care Opinion - Q1",984
