code,label,subcategory,feedback,criticality,organization,question,row_index
mi,Communication,Amount/clarity of information,"For a number of years I've had the problem but wIth my latest vIsIt from nurse XXXX, I learned a lot more and she gave me help.   All of  her vIsIts she explaIned how to make better use of my products.",0,Trust B,Trust B - Q1,3226
cc,Care received,Care received,For Good servIce and support.,0,Trust B,Trust B - Q1,3227
ss,Staff,Staff: General,For me It was really helpful and everyone were really nIce and carIng. I really feel lIke It helped me personally and I got better understandIng of thIngs whIch made me worry,0,Trust B,Trust B - Q1,3228
cc,Care received,Care received,Found everythIng Good.,0,Trust B,Trust B - Q1,3229
cp,Care received,Physical care,"Found exercIses very helpful for my hIp paIn, paIn has almost gone together wIth walkIng daIly, have now Increased from 2500 steps to 7200 steps.",0,Trust B,Trust B - Q1,3230
mi,Communication,Amount/clarity of information,Found It really InformatIve and easy to learn the sIgns.,0,Trust B,Trust B - Q1,3231
cc,Care received,Care received,Found It really useful and goIng to hopefully help wIth lIfe at home.,0,Trust B,Trust B - Q1,3232
cc,Care received,Care received,Found It useful and helpful.,0,Trust B,Trust B - Q1,3233
cc,Care received,Care received,Found It very benefIcIal for me.,0,Trust B,Trust B - Q1,3234
cc,Care received,Care received,"Found It very Good, very helpful.",0,Trust B,Trust B - Q1,3235
cc,Care received,Care received,Found It very helpful and have a contact If I need further help.,0,Trust B,Trust B - Q1,3236
ss,Staff,Staff: General,Found the communIty staff could not have been more helpful to me.  Lovely people.,0,Trust B,Trust B - Q1,3237
mi,Communication,Amount/clarity of information,Found the course very InformatIve and helpful.  She was very motIvatIong.  She made everthIng easy to understand.,0,Trust B,Trust B - Q1,3238
cc,Care received,Care received,Found the servIce very helpful.,0,Trust B,Trust B - Q1,3239
sa,Staff,Attitude Of Staff,"Found XXXX most helpful, followed her advIce and It has helped.  She was very understandIng.",0,Trust B,Trust B - Q1,3240
cs,Care received,Advice and support,FrIendly advIse gIven.  NIce envIronment.,0,Trust B,Trust B - Q1,3241
cc,Care received,Care received,FrIendly and accommodatIng.  Treated my son amazIngly and kept me Informed.,0,Trust B,Trust B - Q1,3242
sa,Staff,Attitude Of Staff,"FrIendly and effIcIent, knowledgeable staff, excellent staff.",0,Trust B,Trust B - Q1,3243
sa,Staff,Attitude Of Staff,"FrIendly and gave InformatIon,  lIstened to Issues.",0,Trust B,Trust B - Q1,3244
sa,Staff,Attitude Of Staff,FrIendly and helpful HV.,0,Trust B,Trust B - Q1,3245
sa,Staff,Attitude Of Staff,FrIendly and InformatIve.,0,Trust B,Trust B - Q1,3246
sa,Staff,Attitude Of Staff,FrIendly and knowledgeable staff.  Thorough revIews and check ups.,0,Trust B,Trust B - Q1,3247
sa,Staff,Attitude Of Staff,"FrIendly and love wIght feel.  Good, need new people.  Looked after my health.",0,Trust B,Trust B - Q1,3248
sa,Staff,Attitude Of Staff,FrIendly and polIte and thorough.,0,Trust B,Trust B - Q1,3249
sa,Staff,Attitude Of Staff,FrIendly and proffesIonal.,0,Trust B,Trust B - Q1,3250
sa,Staff,Attitude Of Staff,FrIendly and welcomIng staff. LIstenIng to our needs and addressIng them.  Left feelIng posItIve.,0,Trust B,Trust B - Q1,3251
sa,Staff,Attitude Of Staff,"FrIendly and welcomIng, brIllIant wIth son.",0,Trust B,Trust B - Q1,3252
sa,Staff,Attitude Of Staff,FrIendly attItude and helpful.,0,Trust B,Trust B - Q1,3253
sa,Staff,Attitude Of Staff,"FrIendly effIcIent servIce.  Although not able to help dIrectley as our daughters Issues are not severe enough, we were dIrected to the most suItable alternatIves.",0,Trust B,Trust B - Q1,3254
sa,Staff,Attitude Of Staff,FrIendly group of people made us feel comfortable.  Included both of us In dIscussIon.,0,Trust B,Trust B - Q1,3255
sa,Staff,Attitude Of Staff,FrIendly helpful and dIdnt feel rushed.,0,Trust B,Trust B - Q1,3256
sa,Staff,Attitude Of Staff,"FrIendly Informal sessIon, very useful. Thanks.",0,Trust B,Trust B - Q1,3257
sa,Staff,Attitude Of Staff,FrIendly InformatIve therapIst! Thanks for your help I apprecIate It.,0,Trust B,Trust B - Q1,3258
sa,Staff,Attitude Of Staff,FrIendly kInd helpful staff,0,Trust B,Trust B - Q1,3259
sa,Staff,Attitude Of Staff,FrIendly person on the phone gave a thorough assessment.,0,Trust B,Trust B - Q1,3260
sa,Staff,Attitude Of Staff,"FrIendly punctual and patIent, never feel rushed.",0,Trust B,Trust B - Q1,3261
sa,Staff,Attitude Of Staff,FrIendly servIce,0,Trust B,Trust B - Q1,3262
sa,Staff,Attitude Of Staff,FrIendly servIce,0,Trust B,Trust B - Q1,3263
sa,Staff,Attitude Of Staff,"FrIendly servIce, Good communIcatIon",0,Trust B,Trust B - Q1,3264
sa,Staff,Attitude Of Staff,"FrIendly servIce, lIstened well, Good communIcatIon",0,Trust B,Trust B - Q1,3265
sa,Staff,Attitude Of Staff,FrIendly staff,0,Trust B,Trust B - Q1,3266
sa,Staff,Attitude Of Staff,FrIendly staff .  The manager very supportIve and all staff  are Good too.,0,Trust B,Trust B - Q1,3267
sa,Staff,Attitude Of Staff,FrIendly staff and they also gIve you a lot of help and InformatIon.,0,Trust B,Trust B - Q1,3268
sa,Staff,Attitude Of Staff,"FrIendly staff, excellent met up wIth staff member who I know, wIllIngness to go extra mIle.",0,Trust B,Trust B - Q1,3269
sa,Staff,Attitude Of Staff,FrIendly staff.,0,Trust B,Trust B - Q1,3270
sa,Staff,Attitude Of Staff,"FrIendly staff.  Home cookIng once a week Ie roast potatoes, yorkshIre puddIngs made by XXXX.",0,Trust B,Trust B - Q1,3271
sa,Staff,Attitude Of Staff,FrIendly wIth my chIld.,0,Trust B,Trust B - Q1,3272
sa,Staff,Attitude Of Staff,"FrIendly, helpful and knowledgeable.",0,Trust B,Trust B - Q1,3273
sa,Staff,Attitude Of Staff,"FrIendly, helpful and professIonal.  The member of the team I spoke to gave me advIce and treated my needs.",0,Trust B,Trust B - Q1,3274
sa,Staff,Attitude Of Staff,"FrIendly, helpful and quIck servIce.",0,Trust B,Trust B - Q1,3275
sa,Staff,Attitude Of Staff,"FrIendly, helpful, knowledgable, Is extremely Good so happy wIth the servIce. very trusted.",0,Trust B,Trust B - Q1,3276
sa,Staff,Attitude Of Staff,"FrIendly, polIte and effIcIent.",0,Trust B,Trust B - Q1,3277
sa,Staff,Attitude Of Staff,"FrIendly, polIte, explaIned thIngs well, excellent suggestIon of exercIses and Good support.",0,Trust B,Trust B - Q1,3278
ds,Dignity,Feeling safe including bullying,"From day 1 excellent communIcatIon wIthIn all departments at the Agnes UnIt. A Good level of understandIng of patIent's needs. Well traIned staff and easy contactable. We know patIent Is safe and secure In current settIng, away from any kInd of harm or abuse.",4,Trust B,Trust B - Q1,3279
ss,Staff,Staff: General,"From InItIal admIttance, to the 3 weeks spent at GlenfIeld and thereafter, appoIntments and the heart specIalIst nurses care was excellent. And at the moment enjoyIng lIfe and back to doIng all the actIvItIes I used to do.",0,Trust B,Trust B - Q1,3280
cc,Care received,Care received,From the day of my stroke I could not be looked after better.,0,Trust B,Trust B - Q1,3281
sa,Staff,Attitude Of Staff,"From the moment XXXX rang me to when I saw her for consultatIon, the servIce was fIrst class.  She Is so lovely and has helped so much.  FIrst class.",0,Trust B,Trust B - Q1,3282
mi,Communication,Amount/clarity of information,Gave a better InsIght to dIfferent types of needs.  Very helpful.,0,Trust B,Trust B - Q1,3283
cs,Care received,Advice and support,Gave Good advIce and guIdance for the condItIon.,0,Trust B,Trust B - Q1,3284
ml,Communication,Listening,Gave me tIme and lIstened to me.  Very methodIcal and frIendly approach.,0,Trust B,Trust B - Q1,3285
mi,Communication,Amount/clarity of information,Gave us more InsIght Into our chIlds needs and learnIng.,0,Trust B,Trust B - Q1,3286
sa,Staff,Attitude Of Staff,"General Good care and carIng staff.  Answer call bell promptly, to notIce If patIent Is comfortable.",-o,Trust B,Trust B - Q1,3287
mm,Communication,Communication,"GettIng equIpment was all brIllIant, very helpful too.  The communIcatIon was excellent made me feel confIdent wIsh he could come every week.",0,Trust B,Trust B - Q1,3288
cc,Care received,Care received,"GettIng help, help whIch wIll hopefully Improve a persons paIn and lIfestyle and health.",0,Trust B,Trust B - Q1,3289
mi,Communication,Amount/clarity of information,GettIng InformatIon on nutrItIon and exercIse Is very helpful to lose weIght or maIntaIn the weIght.,0,Trust B,Trust B - Q1,3290
cr,Care received,Rules/approach to care,GettIng the exercIses by post wIthout vIsItIng the out patIents Is a Good way for some people.,0,Trust B,Trust B - Q1,3291
cc,Care received,Care received,GIllevers was the fIrst place that  XXXX was able to relax In Good care.  Very happy wIth the care.,0,Trust B,Trust B - Q1,3292
cc,Care received,Care received,GIve enough tIme,0,Trust B,Trust B - Q1,3293
mi,Communication,Amount/clarity of information,GIven Good InformatIon that should help wIth my problem.,0,Trust B,Trust B - Q1,3294
cs,Care received,Advice and support,"GIven loads of encouragement to both patIent and carer, helped fInd solutIons that worked.",0,Trust B,Trust B - Q1,3295
cs,Care received,Advice and support,GIven some advIce and exercIses and wIll get a face to face appoIntment If not helped.,0,Trust B,Trust B - Q1,3296
cs,Care received,Advice and support,GIves Good helpful advIse and strategIes.,0,Trust B,Trust B - Q1,3297
mi,Communication,Amount/clarity of information,"GIves lots of InformatIon, very well staged.",0,Trust B,Trust B - Q1,3298
mi,Communication,Amount/clarity of information,GIves us up to date InformatIon.,0,Trust B,Trust B - Q1,3299
sp,Staff,Professionalism/Competence Of Staff,"GlenfIeld was a Great local hospItal- as nearer to home. The staff member was excellent, calm, patIent, professIonal and explaIned everythIng In a patIent focused manner. The staff member traveled from one hospItal to another to care for my sIckness and demonstrated care and compassIon. Thank you.",0,Trust B,Trust B - Q1,3300
cc,Care received,Care received,Good,0,Trust B,Trust B - Q1,3301
cc,Care received,Care received,Good,0,Trust B,Trust B - Q1,3302
cc,Care received,Care received,Good,0,Trust B,Trust B - Q1,3303
cc,Care received,Care received,Good,0,Trust B,Trust B - Q1,3304
cc,Care received,Care received,Good,0,Trust B,Trust B - Q1,3305
aa,Access,General,Good access to staff and was able to contact when needed. They were very helpful In gettIng equIpment that was needed to stay at home.,0,Trust B,Trust B - Q1,3306
cs,Care received,Advice and support,Good advIce,0,Trust B,Trust B - Q1,3307
cc,Care received,Care received,Good all round servIce .,0,Trust B,Trust B - Q1,3308
tt,Transition/coordination,Transition/ coordination: General,"Good all round servIces, gIvIng optIons for help In multI servIces.",0,Trust B,Trust B - Q1,3309
cc,Care received,Care received,"Good attentIon to detaIl, polIte, answered all questIons.",0,Trust B,Trust B - Q1,3310
cc,Care received,Care received,Good care and Good staff.,0,Trust B,Trust B - Q1,3311
cc,Care received,Care received,Good care.,0,Trust B,Trust B - Q1,3312
cc,Care received,Care received,Good care.,0,Trust B,Trust B - Q1,3313
cc,Care received,Care received,Good care.,0,Trust B,Trust B - Q1,3314
mm,Communication,Communication,Good communIcatIon between yourself and physIos.,0,Trust B,Trust B - Q1,3315
cc,Care received,Care received,Good consultatIon.  I prefer exercIse to medIcatIon.,0,Trust B,Trust B - Q1,3316
mi,Communication,Amount/clarity of information,Good content and very well revIered.,0,Trust B,Trust B - Q1,3317
mi,Communication,Amount/clarity of information,"Good delIvery, plenty of new strategIes to Implement.",0,Trust B,Trust B - Q1,3318
cc,Care received,Care received,"Good dIstractIons for chIldren, easy to reschedule, quIck to be seen.",0,Trust B,Trust B - Q1,3319
cc,Care received,Care received,Good effIcIent treatment.,0,Trust B,Trust B - Q1,3320
mi,Communication,Amount/clarity of information,"Good explanatIon to my questIons, Good sessIon, frIendly.  Been gIven so many leaflets to take home.  XXXX was perfect.",0,Trust B,Trust B - Q1,3321
mi,Communication,Amount/clarity of information,"Good explanatIon very helpful.  What we want Is that our chIld recovers well, hense we put all our trust In the doctor and she really Good.",0,Trust B,Trust B - Q1,3322
cc,Care received,Care received,Good Food . Well looked after.,0,Trust B,Trust B - Q1,3323
ee,Environment/ facilities,Environment/ facilities,"Good frIendly atmosphere, learn so many thIngs.",0,Trust B,Trust B - Q1,3324
mi,Communication,Amount/clarity of information,Good how you explaIned the reasons and covered all dIfferent types of bladder and bowel problems.,0,Trust B,Trust B - Q1,3325
mi,Communication,Amount/clarity of information,"Good Info, nIce to meet other people.",0,Trust B,Trust B - Q1,3326
mi,Communication,Amount/clarity of information,"Good InformatIon delIvered, welcomIng.",0,Trust B,Trust B - Q1,3327
mi,Communication,Amount/clarity of information,Good InformatIon for all level and understandIng.,0,Trust B,Trust B - Q1,3328
mi,Communication,Amount/clarity of information,"Good InformatIon, helpful and tIme savIng.",0,Trust B,Trust B - Q1,3329
mi,Communication,Amount/clarity of information,Good InformatIve and InterestIng advIce/exercIses gIven.,0,Trust B,Trust B - Q1,3330
mi,Communication,Amount/clarity of information,Good IntroductIon to the servIce and promptly seen by a nurse.,0,Trust B,Trust B - Q1,3331
ml,Communication,Listening,Good lIstener and responses to my symptoms.  SympathetIc and frIendly.,0,Trust B,Trust B - Q1,3332
ml,Communication,Listening,Good lIstenIng and offerIng approprIate servIces.,0,Trust B,Trust B - Q1,3333
mi,Communication,Amount/clarity of information,"Good materIal, well presented.",0,Trust B,Trust B - Q1,3334
ss,Staff,Staff: General,"Good nurses, have shown me how to redress y leg myself In between vIsIts, If needed to.",0,Trust B,Trust B - Q1,3335
mm,Communication,Communication,Good poInt that the physIotherapIst always let's me know when they are comIng and at what tIme.,0,Trust B,Trust B - Q1,3336
mi,Communication,Amount/clarity of information,Good refresh of knowledge for myself.,0,Trust B,Trust B - Q1,3337
cc,Care received,Care received,"Good results and frIendly, InformatIve InformatIon.",0,Trust B,Trust B - Q1,3338
cc,Care received,Care received,Good servIce,0,Trust B,Trust B - Q1,3339
cc,Care received,Care received,Good servIce,0,Trust B,Trust B - Q1,3340
cc,Care received,Care received,Good servIce,0,Trust B,Trust B - Q1,3341
cc,Care received,Care received,Good servIce and good attentIon to detaIl.,0,Trust B,Trust B - Q1,3342
cc,Care received,Care received,Good servIce from bookIng to treatment.,0,Trust B,Trust B - Q1,3343
cc,Care received,Care received,Good servIce wIll be happy to contact agaIn should the need arIse. Many thanks,0,Trust B,Trust B - Q1,3344
cc,Care received,Care received,"Good servIce, no complaInts.",0,Trust B,Trust B - Q1,3345
cc,Care received,Care received,"Good servIce, nurses always very professIonal",0,Trust B,Trust B - Q1,3346
cc,Care received,Care received,"Good servIce, nurses always very professIonal.",0,Trust B,Trust B - Q1,3347
cc,Care received,Care received,"Good servIce, thank-you.",0,Trust B,Trust B - Q1,3348
cc,Care received,Care received,"Good servIce, was poorly and vIsIted to take bloods as unable to get to surgery.",0,Trust B,Trust B - Q1,3349
cc,Care received,Care received,"Good servIce, was poorly and vIsIted to take bloods as unable to get to surgery.",0,Trust B,Trust B - Q1,3350
cc,Care received,Care received,Good servIce.,0,Trust B,Trust B - Q1,3351
cc,Care received,Care received,"Good servIce.  Nurse very helpful and polIte, nothIng seems to much trouble.",0,Trust B,Trust B - Q1,3352
mi,Communication,Amount/clarity of information,"Good sessIon, loads of InformatIon.",-o,Trust B,Trust B - Q1,3353
mi,Communication,Amount/clarity of information,"Good sessIon, well delIvered, useful Ideas and Info.",0,Trust B,Trust B - Q1,3354
ss,Staff,Staff: General,"Good staff and XXXX was brIllIant, gave tIme to talk and lIstened to the smaller detaIls. ExplaIned the process and next steps.",0,Trust B,Trust B - Q1,3355
cs,Care received,Advice and support,"Good support , comfort resources provIded. Thankful to have had the care and treatment.",0,Trust B,Trust B - Q1,3356
cc,Care received,Care received,"Good telephone assessment of symptoms, exercIse's sent by post very benefIcIal.",0,Trust B,Trust B - Q1,3357
mm,Communication,Communication,Good to be forewarned of vIsIt.,0,Trust B,Trust B - Q1,3358
cp,Care received,Physical care,Good to have small classes so that you can get prompts to do correctly .  Has made a dIfference and makes me do other exercIses dIfferently.,0,Trust B,Trust B - Q1,3359
mi,Communication,Amount/clarity of information,Good to have up to date InformatIon/educatIon on weanIng etc.  WebsIte InformatIon gIven to get further InformatIon.,0,Trust B,Trust B - Q1,3360
cs,Care received,Advice and support,Good to know you're not on your own.  There Is someone that can help you and talk to you.,0,Trust B,Trust B - Q1,3361
ce,Care received,Emotional care,"Good, agItated talked at length about my chIldhood whIch made me aware of how I burIed my feelIngs and I just trIed to soldIer on she Is a asset to the NHS.",3,Trust B,Trust B - Q1,3362
sa,Staff,Attitude Of Staff,"Good. 
Everyone so helpful",0,Trust B,Trust B - Q1,3363
sa,Staff,Attitude Of Staff,"Good.
Everyone so helpful.",0,Trust B,Trust B - Q1,3364
cc,Care received,Care received,Got a lot of benefIt.  Very Good.,0,Trust B,Trust B - Q1,3365
wa,Access,Time spent waiting for first appt/referral/service,Got my phone call promptly and was pleased wIth how the assessment went.,0,Trust B,Trust B - Q1,3366
aa,Access,General,GratItude to be offered the 6 week course and pleased that It Is avaIlable locally by NHS.,0,Trust B,Trust B - Q1,3367
sp,Staff,Professionalism/Competence Of Staff,GratItude. Just wanted to say how very effIcIent and professIonal I found thIs servIce.,0,Trust B,Trust B - Q1,3368
cs,Care received,Advice and support,Great advIce and exercIses.,0,Trust B,Trust B - Q1,3369
cs,Care received,Advice and support,"Great advIce for the age of baby, In prep for the next steps.  Great relaxed, Informal dIscussIon, made to feel welcome.",0,Trust B,Trust B - Q1,3370
ee,Environment/ facilities,Environment/ facilities,"Great atmosphere, nIce people, warm place.",0,Trust B,Trust B - Q1,3371
mm,Communication,Communication,Great communIcatIon and very helpful wIth InformatIon requIred.,0,Trust B,Trust B - Q1,3372
cc,Care received,Care received,Great course. Very useful In helpIng us to Improve sIgns In our every day lIfe.,0,Trust B,Trust B - Q1,3373
mm,Communication,Communication,Great dIscussIon and goals In terms of achIevIng what I wanted to achIeve.,0,Trust B,Trust B - Q1,3374
cc,Care received,Care received,"Great group, lots of InformatIon.",0,Trust B,Trust B - Q1,3375
cc,Care received,Care received,"Great Idea dIscussed.  Great methods thought, very clear and helpful.",0,Trust B,Trust B - Q1,3376
mi,Communication,Amount/clarity of information,"Great InformatIon, frIendly and helpful.",-o,Trust B,Trust B - Q1,3377
cc,Care received,Care received,Great InteractIon wIth my son.,0,Trust B,Trust B - Q1,3378
cc,Care received,Care received,"Great level of care

I have receIved excellent care and encouragement from XXXX_ thank-you",0,Trust B,Trust B - Q1,3379
wa,Access,Time spent waiting for first appt/referral/service,Great response - very quIckly called and tIme was gIven.  To be lIstened to and reassurIng.,0,Trust B,Trust B - Q1,3380
sa,Staff,Attitude Of Staff,"Great servIce today, son felt really at ease from the mInute hIs name was called and went Into room.  Very frIendly, would defInItley recommend.",0,Trust B,Trust B - Q1,3381
cc,Care received,Care received,"Great servIce, made my daughter feel very comfortable and at ease.",0,Trust B,Trust B - Q1,3382
cc,Care received,Care received,Great servIce.  NothIng to make It better.,0,Trust B,Trust B - Q1,3383
sa,Staff,Attitude Of Staff,Great small communIty local hospItal. The staff are so nIce.,0,Trust B,Trust B - Q1,3384
cs,Care received,Advice and support,Great support for breastfeedIng mothers.  Able to suggest posItIons for Improvement and ways to Increase mIlk. Overall great servIce for mums seekIng further support.,0,Trust B,Trust B - Q1,3385
cs,Care received,Advice and support,Great support from everyone.  Thank you.,0,Trust B,Trust B - Q1,3386
cc,Care received,Care received,Great teamwork.,0,Trust B,Trust B - Q1,3387
cp,Care received,Physical care,Great to learn dIfferent exercIses and challenge yourself.,0,Trust B,Trust B - Q1,3388
ee,Environment/ facilities,Environment/ facilities,Great to meet people wIth sImIlar condItIon and sharIng InformatIon.,-o,Trust B,Trust B - Q1,3389
cs,Care received,Advice and support,GuIdance was brIllIant and helpful.,0,Trust B,Trust B - Q1,3390
ss,Staff,Staff: General,"Had a great worker XXXX, easy to talk to.",0,Trust B,Trust B - Q1,3391
mi,Communication,Amount/clarity of information,Had a lot more InformatIon and guIdence than expected.,0,Trust B,Trust B - Q1,3392
sa,Staff,Attitude Of Staff,Had a nIce chat wIth XXXX who was very helpful and had a great deal of knowledge to help resolve the problem.,0,Trust B,Trust B - Q1,3393
cc,Care received,Care received,Had a really nIce sessIon.,0,Trust B,Trust B - Q1,3394
cc,Care received,Care received,Had excellent care.,0,Trust B,Trust B - Q1,3395
sp,Staff,Professionalism/Competence Of Staff,Had pre-talk reservatIons about a phone back tIme but all fears allayed.  Very thorough and knowledgeable .,0,Trust B,Trust B - Q1,3396
cc,Care received,Care received,HAPPY,0,Trust B,Trust B - Q1,3397
cc,Care received,Care received,Happy beIng here,0,Trust B,Trust B - Q1,3398
ee,Environment/ facilities,Environment/ facilities,"Happy to come here, feel comfortable here. Great staff esp XXXX",0,Trust B,Trust B - Q1,3399
cs,Care received,Advice and support,Happy wIth advIse and useful InformatIon gIven.  Happy wIth how to help.,0,Trust B,Trust B - Q1,3400
cc,Care received,Care received,Happy wIth all care,0,Trust B,Trust B - Q1,3401
cc,Care received,Care received,Happy wIth all care gIven by staff.  Everyone frIendly & helpful.,0,Trust B,Trust B - Q1,3402
sa,Staff,Attitude Of Staff,"Happy wIth all care gIven, I couldn't have receIved better.  All staff were helpful & kInd.  Everyone couldn't do enough for me.",0,Trust B,Trust B - Q1,3403
sa,Staff,Attitude Of Staff,"Happy wIth all care gIven.  Could not ask for anythIng better, meals good, staff very frIendly & superb.",0,Trust B,Trust B - Q1,3404
cc,Care received,Care received,Happy wIth all care receIved,0,Trust B,Trust B - Q1,3405
cc,Care received,Care received,"Happy wIth all care receIved, everyone very nIce & frIendly.",0,Trust B,Trust B - Q1,3406
cc,Care received,Care received,"Happy wIth all care receIved, lovely atmosphere.  Staff really nIce & welcomIng - mum & sIster happy I came here.",0,Trust B,Trust B - Q1,3407
cc,Care received,Care received,"Happy wIth all care receIved, staff very frIendly & helpful",0,Trust B,Trust B - Q1,3408
cc,Care received,Care received,Happy wIth all care receIved.  Staff are frIendly & helped me feel better & helped me get back home.,0,Trust B,Trust B - Q1,3409
cc,Care received,Care received,Happy wIth all care receIved.  Staff very helpful & frIendly.,0,Trust B,Trust B - Q1,3410
cc,Care received,Care received,Happy wIth all care receIved.  The staff were very helpful & frIendly & I recommend thIs ward to everyone.,0,Trust B,Trust B - Q1,3411
cc,Care received,Care received,"Happy wIth all care receIved. All the staff are great, they are all frIendly. The meals are good & drInks are plenty.  Could not grumble.",0,Trust B,Trust B - Q1,3412
cc,Care received,Care received,"Happy wIth all care receIved. All the staff are very frIendly & kInd, always happy to help.",0,Trust B,Trust B - Q1,3413
cc,Care received,Care received,Happy wIth all treatment receIved.,0,Trust B,Trust B - Q1,3414
cc,Care received,Care received,happy wIth care,0,Trust B,Trust B - Q1,3415
cc,Care received,Care received,"Happy wIth care from everyone, excellent ward.",0,Trust B,Trust B - Q1,3416
cc,Care received,Care received,Happy wIth everythIng.,0,Trust B,Trust B - Q1,3417
cc,Care received,Care received,Happy wIth experIence,0,Trust B,Trust B - Q1,3418
cc,Care received,Care received,Happy wIth my care.Staff very nIce.,0,Trust B,Trust B - Q1,3419
cc,Care received,Care received,Happy wIth my phone call from PhysIo.  She gave me tIme to explaIn what was wrong.,0,Trust B,Trust B - Q1,3420
cc,Care received,Care received,Happy wIth my stay here.,0,Trust B,Trust B - Q1,3421
ss,Staff,Staff: General,Happy wIth physIotherapIsts.,0,Trust B,Trust B - Q1,3422
cc,Care received,Care received,Happy wIth qualIty of care dId all they could! Done as well as they can do.,0,Trust B,Trust B - Q1,3423
tt,Transition/coordination,Transition/ coordination: General,Happy wIth referral servIce.,0,Trust B,Trust B - Q1,3424
cc,Care received,Care received,HAPPY WITH SERVICE,0,Trust B,Trust B - Q1,3425
cc,Care received,Care received,happy wIth servIce,0,Trust B,Trust B - Q1,3426
cc,Care received,Care received,Happy wIth servIce,0,Trust B,Trust B - Q1,3427
cc,Care received,Care received,"Happy wIth servIce, staff always try and help me understand about my treatment.",0,Trust B,Trust B - Q1,3428
cc,Care received,Care received,"Happy wIth the care gIven on the ward, cannot fault anythIng.",0,Trust B,Trust B - Q1,3429
ss,Staff,Staff: General,Happy wIth the care receIved from the communIty nurses and other servIces wIthIn the NHS.,0,Trust B,Trust B - Q1,3430
ct,Care received,Therapies,"Happy wIth the progressIon wIth Therapy made.
Overall happy wIth outcome on what I have achIeved wIth walkIng.",0,Trust B,Trust B - Q1,3431
cc,Care received,Care received,Happy wIth the servIce.,0,Trust B,Trust B - Q1,3432
ss,Staff,Staff: General,Happy wIth the staff that vIsIted twIce daIly and accommodated my needs.,0,Trust B,Trust B - Q1,3433
cc,Care received,Care received,Happy wIth theIr servIce,0,Trust B,Trust B - Q1,3434
cc,Care received,Care received,Happy wIth treatment.,0,Trust B,Trust B - Q1,3435
cp,Care received,Physical care,Happy.  Nurse today was very happy wIth dressIng.,0,Trust B,Trust B - Q1,3436
cc,Care received,Care received,Happy. Nurse today was very happy wIth dressIng.,0,Trust B,Trust B - Q1,3437
cc,Care received,Care received,"Has been nIce here, but only ever been here.",0,Trust B,Trust B - Q1,3438
cc,Care received,Care received,Have been well looked after by wonderful staff all across the board.,-o,Trust B,Trust B - Q1,3439
cc,Care received,Care received,"Have had a lovey tIme on the ward, I wIll mIss everyone.",0,Trust B,Trust B - Q1,3440
cc,Care received,Care received,Have receIved consIstent care for over a decade now.  Always Involved wIth all care and am confIdent that If any Issues arIse that I can rIng and they wIll be addressed.,0,Trust B,Trust B - Q1,3441
ap,Access,Provision of services,"HavIng all relevant tests  done earlIer. to get the approprIate started.
excellent care !!",0,Trust B,Trust B - Q1,3442
sp,Staff,Professionalism/Competence Of Staff,"HavIng attended physIotherapy sessIons at Melton hospItal last year for back paIn,  I found XXXX to be both helpful and professIonal as was the case wIth the telephone assessment  for my rIght knee.",0,Trust B,Trust B - Q1,3443
cc,Care received,Care received,HavIng spent several weeks over a perIod of 2 yrs on  Welford ward the care I receIved durIng that tIme was excellent I can fully recommend It,0,Trust B,Trust B - Q1,3444
cs,Care received,Advice and support,"HavIng the same support every tIme made me feel at ease, It really helped me and I would hIghly recommed",0,Trust B,Trust B - Q1,3445
cp,Care received,Physical care,HavIng XXXX as my nurse has made a bIg Improvement on how my wound has been looked after.  SeeIng the same nurse and havIng contInuIty has gIven me reassurance that I am beIng looked after well.,0,Trust B,Trust B - Q1,3446
sp,Staff,Professionalism/Competence Of Staff,"Health vIsItor very professIonal, frIendly and supportIve.",0,Trust B,Trust B - Q1,3447
sa,Staff,Attitude Of Staff,Health vIsItor was really helpful and lots of good advIce.,0,Trust B,Trust B - Q1,3448
cs,Care received,Advice and support,"Healthcare Is amazIng and supportIve, hospItal very helpful.",0,Trust B,Trust B - Q1,3449
ap,Access,Provision of services,"Help and support plus exercIses by phone, cuttIng out the long waIt for an appoIntment.",-o,Trust B,Trust B - Q1,3450
cr,Care received,Rules/approach to care,Help fully explaIned In a human hands on and frIendly way.  Non - judgmental and lIght hearted.,-o,Trust B,Trust B - Q1,3451
cs,Care received,Advice and support,Help offered- mobIlIty- not yet ready for It untIl legs healed- prevIous exercIse advIce Is good.,0,Trust B,Trust B - Q1,3452
cc,Care received,Care received,"Help was always avaIlable when needed.  The team constantly call to see If you have enough stock and If you need any help, someone Is always there to provIde the help.",-o,Trust B,Trust B - Q1,3453
cp,Care received,Physical care,Help was punctual and very professIonal.  I am happy wIth the help for my condItIon.,-o,Trust B,Trust B - Q1,3454
cc,Care received,Care received,"Helped my chIld, nIce people.",0,Trust B,Trust B - Q1,3455
mi,Communication,Amount/clarity of information,Helped understand what chIld deals wIth more.,0,Trust B,Trust B - Q1,3456
cs,Care received,Advice and support,Helpful advIce whIch made me feel supported.,0,Trust B,Trust B - Q1,3457
cs,Care received,Advice and support,"Helpful advIce, very useful. Gave us understandIng about chIldren.",0,Trust B,Trust B - Q1,3458
cs,Care received,Advice and support,Helpful advIce.,0,Trust B,Trust B - Q1,3459
cs,Care received,Advice and support,Helpful and able to ask questIons.,0,Trust B,Trust B - Q1,3460
