"code","target","feedback","criticality","trust","question"
"mi","Communication","Everything explained to me and I felt comfortable asking questions.","-0","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything extremely good. Thank you.","4","Trust B","Trust B - Q1"
"cc","Care received","Everything fine, no problems.  Friendly nurses.","-0","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything fine.","3","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything first class","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything good ","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything good thanks ","4","Trust B","Trust B - Q1"
"cc","Care received","Everything good, I was looked after well.
Everybody friendly.
The food is very good for a hospital with plenty of choice.","-0","Trust B","Trust B - Q1"
"cc","Care received","Everything has been better since I have been here.","-0","Trust B","Trust B - Q1"
"cc","Care received","Everything has been better since I have been here.","-0","Trust B","Trust B - Q1"
"wb","Access","Everything has been by phone but speed of service has been much better than normal!
I spoke to doctor at 1pm and had a very good consultation by 4pm.","-1","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything is fine at the moment.  No negative comments.  Would recommend the service.","3","Trust B","Trust B - Q1"
"cc","Care received","Everything medical was excellent and all staff were good. No faults. Food fine.","-0","Trust B","Trust B - Q1"
"sa","Staff","Everything ok, very pleasant staff, they provide encouragement when needed.  Food is good, plenty of choice. I would definitely recommend to others.","3","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything perfect .","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything perfect.  Staff very helpful.","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything satisfactory.","3","Trust B","Trust B - Q1"
"cc","Care received","Everything that could be done was done.","-0","Trust B","Trust B - Q1"
"cc","Care received","Everything that has been done for me has helped me a lot.","-0","Trust B","Trust B - Q1"
"wa","Access","Everything took too long and my mum's core strength is a rock bottom and at most too far to recover from.   She was in bed for over 10 months!!","-4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything very good.","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything very good.","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything very satisfactory.","3","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was alright, thank you.","3","Trust B","Trust B - Q1"
"mi","Communication","Everything was clear and useful.","-0","Trust B","Trust B - Q1"
"dp","Dignity","Everything was discussed and implemented.  Thank you ","3","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was done lovely.","3","Trust B","Trust B - Q1"
"cc","Care received","Everything was done satisfactory. Better quality and service.","-0","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was excellent and the staff so kind and friendly.","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was excellent during my stay.","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was excellent during my stay.","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was excellent.","4","Trust B","Trust B - Q1"
"sa","Staff","Everything was excellent. The staff were superb and very supportive.","4","Trust B","Trust B - Q1"
"mi","Communication","Everything was explained very well to me, Nothing was left out and I could understand and apply myself to the exercises well.","-0","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was extremely good.","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was extremely satisfactory.","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was fine, no problems at all.   One satisfied patient.","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was fine.","3","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was fine.","3","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was fine.","3","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was good","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","everything was good ","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was good ","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was good ","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was good and given a lot of advice.","3","Trust B","Trust B - Q1"
"sa","Staff","Everything was good and the staff very helpful.  I thank you for the help and support.","3","Trust B","Trust B - Q1"
"sa","Staff","Everything was good, all staff are efficient and cheerful, enjoying the food, company good.
","3","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was good, food was good.","3","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was good, Nothing could have been better.","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was good.","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was good.","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was good.","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was great ","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was great, wonderful care . Thanks to everyone.","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was lovely, XXXX was lovely.","3","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was OK, no problems.","3","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was perfect ","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was perfect for me.  Gave me confidence.","3","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was to our satisfaction ","3","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was very good ","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was very good ","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was very good ","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was very good, it was more like being in a hotel than a hospital.","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was very good.","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was very good.","4","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was very good. Exercises given have been very helpful.","3","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything was very satisfactory.","3","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything worked well.","3","Trust B","Trust B - Q1"
"cc","Care received","Everything your team did for me and the equipment you gave me to has been very helpful and help me in my recovery. ","-0","Trust B","Trust B - Q1"
"xe","Miscellaneous","Everything.","4","Trust B","Trust B - Q1"
"cc","Care received","Excellent","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent ","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent 12 weeks, past by enjoying and staf very helpful, nearly reached my target.","-0","Trust B","Trust B - Q1"
"cs","Care received","Excellent advise and was keen to help, and never judged. 
What could be better :  I was late being given a 2 yr review but not by loads, as daughter is 2 yrs 5 months ","-1","Trust B","Trust B - Q1"
"cs","Care received","Excellent advise for my daughter on her development.","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent all the way through, thank-you. ","-0","Trust B","Trust B - Q1"
"cp","Care received","Excellent all-inclusive service.  All exercises have been beneficial and the staff have helped immensely.","-0","Trust B","Trust B - Q1"
"cs","Care received","Excellent and supportive service. Appointment began exactley on time. Jane was extremely friendly and thorough. Felt very reassured by her attitude and knowledge.","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent care","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent care - someone comes straight away when light pressed.  Very thoughtful staff.  XXXX was brilliant, caring and discussed about the care needed at home.","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent care and attention.","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent care and nurses.","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent care and treatment","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent care and understanding of my problem of balance.","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent care given at all times","-0","Trust B","Trust B - Q1"
"cs","Care received","Excellent care given, excellent support and guidance.  responded when needed.  Only negative was  the batteries supplied in the syringe driver were not very good.","-1","Trust B","Trust B - Q1"
"cc","Care received","Excellent care in the hospital and after care i.e. visit to home after my fall. Also attended to me at home from hospital. Thank you.","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent care received for mother.","-0","Trust B","Trust B - Q1"
"sa","Staff","Excellent care, although it perhaps came a little late. Care in place on Wednesday but mum died Thursday evening.  That said, I have no complaints and the team did an excellent job.  Caring and considerate.","4","Trust B","Trust B - Q1"
"cc","Care received","Excellent care, staff amazing.  No complaints.","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent could not of been better.","-0","Trust B","Trust B - Q1"
"mi","Communication","Excellent delivery and explanation, relating to daily life and routines.  Such a shame these sessions are being discontinued.  Future parents understanding will not be anywhere near as effective with only an online text version.","-3","Trust B","Trust B - Q1"
"cs","Care received","Excellent help and support.","-0","Trust B","Trust B - Q1"
"ss","Staff","Excellent help from XXXX.","-0","Trust B","Trust B - Q1"
"mi","Communication","Excellent informative service.  Thanks.","-0","Trust B","Trust B - Q1"
"cp","Care received","Excellent local service for shoulder injuries.  I enjoy attending the group and taking part in the exercises, staff are encouraging and motivating.","-0","Trust B","Trust B - Q1"
"cp","Care received","Excellent physio help after knee surgery.  I have gone from not bending it to running.","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent prompt service.  Nice person called.","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent quality of care.  Informative and helpful with loads of common sense.","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent service","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent service","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent service ","-0","Trust B","Trust B - Q1"
"cc","Care received","excellent service ","-0","Trust B","Trust B - Q1"
"cc","Care received","excellent service and experience ","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent service and helpful.","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent service and support.","-0","Trust B","Trust B - Q1"
"sa","Staff","Excellent service from the staff members. They are very friendly and caring.  She said that I made very good progress with the care that was provided.","4","Trust B","Trust B - Q1"
"cc","Care received","Excellent service from XXXX, heart failure nurse.","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent service received.","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent service- Thank you.","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent service- Thank you. ","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent service, always there when needed,","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent service, friendly staff.","-0","Trust B","Trust B - Q1"
"cs","Care received","Excellent service, full of ideas and tips, helped me to help myself.","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent service, I felt very comfortable with the physiotherapists who was extremely knowledgeable and very encouraging. He was kind and patient","-0","Trust B","Trust B - Q1"
"sa","Staff","Excellent service, lovely caring people.","4","Trust B","Trust B - Q1"
"cc","Care received","Excellent service.  Shame it couldn't have continued.  All good.","-2","Trust B","Trust B - Q1"
"cr","Care received","Excellent session -evidence based teaching.","-0","Trust B","Trust B - Q1"
"ss","Staff","Excellent staff and facilities.","-0","Trust B","Trust B - Q1"
"co","Care received","Excellent staff that provide a friendly, informative service. My daughter had a fantastic bond with her play specialist and looked forward to her visits. XXXX gained XXXX's trust by being patient and honest with her, in return XXXX was able to express her worries and concerns, then we could overcome them.","-0","Trust B","Trust B - Q1"
"co","Care received","Excellent staff that provide a friendly, informative service. My daughter had a fantastic bond with her play specialist and looked forward to her visits. XXXX gained XXXX's trust by being patient and honest with her, in return XXXX was able to express her worries and concerns, then we could overcome them.","-0","Trust B","Trust B - Q1"
"ss","Staff","Excellent staff.","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent start and patient improved.","-0","Trust B","Trust B - Q1"
"cs","Care received","Excellent support and help from XXXX.  The physio really helped my hip.","-0","Trust B","Trust B - Q1"
"cs","Care received","Excellent support and service provision.","-0","Trust B","Trust B - Q1"
"cs","Care received","Excellent support tailored to individual needs, with lots on tackling the issues.","-0","Trust B","Trust B - Q1"
"cs","Care received","Excellent support.  Very motivated with regular reviews.","-0","Trust B","Trust B - Q1"
"mm","Communication","Excellent to discuss the following directly with  professional following referral from GP.  Decreased mobility after diagnosis of polymyalgia- exercise programme prepared for me.","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent treatment and service.  Treated with respect and dignity.","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent treatment and understanding.","-0","Trust B","Trust B - Q1"
"ss","Staff","Excellent treatment from XXXX- gave me confidence to exercise my knee.","-0","Trust B","Trust B - Q1"
"cc","Care received","Excellent treatment.  
One improvement would be to have up to date communication between themselves. 
","-3","Trust B","Trust B - Q1"
"sp","Staff","Excellent XXXX OT, got the job done, communicated well.  Perfect. ","-0","Trust B","Trust B - Q1"
"ss","Staff","Excellent,  pleasant lady.","-0","Trust B","Trust B - Q1"
"sp","Staff","Excellent, always very profesional and polite. ","-0","Trust B","Trust B - Q1"
"sa","Staff","Excellent, friendly and professional approach throughout, cannot thank the team enough.  ","4","Trust B","Trust B - Q1"
"sa","Staff","Excellent, helpful and professional approach throughout.  Can't thank the team enough.","4","Trust B","Trust B - Q1"
"sa","Staff","Excellent, thorough and very friendly service and professional staff. Very enthusiastic and great communication skills","4","Trust B","Trust B - Q1"
"cc","Care received","Excellent, would have liked more visits. ","-1","Trust B","Trust B - Q1"
"cc","Care received","Exceptionally good care. ","-0","Trust B","Trust B - Q1"
"cc","Care received","Exceptionally good care. ","-0","Trust B","Trust B - Q1"
"mi","Communication","Excerise sheets helping me and other things to help me walk.","-0","Trust B","Trust B - Q1"
"cp","Care received","Exercises and advice given has helped tremendously.","-0","Trust B","Trust B - Q1"
"cp","Care received","Exercises given are definitely helping my pain.","-0","Trust B","Trust B - Q1"
"cp","Care received","Exercises helped my bad back.","-0","Trust B","Trust B - Q1"
"cp","Care received","Exercises really helped.","-0","Trust B","Trust B - Q1"
"ap","Access","Expected regular face to face consultation meetings with physiotherapist. 
Would be more motivated to carry on exercises if meeting physio to monitor results.","-3","Trust B","Trust B - Q1"
"cc","Care received","Expected time of arrival would be better, over all good service.","-2","Trust B","Trust B - Q1"
"mi","Communication","Explains very well, very engaging presenter with examples given. 
A recording for the session would be great to refer back ","-1","Trust B","Trust B - Q1"
"sa","Staff","Extremely friendly and thorough conversation with therapist.  Prompt arrival of care plan through the post.  I feel I can ring back anytime I have a problem.","3","Trust B","Trust B - Q1"
"sa","Staff","Extremely friendly and thorough conversation.  Prompt arrival of care plan.  Feel I can ring back any time I need.","3","Trust B","Trust B - Q1"
"sa","Staff","Extremely good and dedicated nurses.","4","Trust B","Trust B - Q1"
"ss","Staff","Extremely good physio/OT.","-0","Trust B","Trust B - Q1"
"cc","Care received","Extremely good service, but missed an appt as weren't informed so could be inproved with better comms. ","-3","Trust B","Trust B - Q1"
"cc","Care received","Extremely happy with the care and treatment I have received for many years.","-0","Trust B","Trust B - Q1"
"cs","Care received","Extremely happy, very supportive, giving lots of information.","-0","Trust B","Trust B - Q1"
"cs","Care received","Extremely happy, very supportive, giving me lots of information. Made a lot of things make sense. 
I really wish I'd had the support and help with my son with ADHD","-3","Trust B","Trust B - Q1"
"cs","Care received","Extremely happy, very supportive, giving me lots of information. Made a lot of things sense. I really wish I'd had this support and help with XXXX ","-3","Trust B","Trust B - Q1"
"cs","Care received","Extremely helpful in providing advise and filling me with confidence.  Proving valuable information which I wouldnt have known about.","-0","Trust B","Trust B - Q1"
"ss","Staff","Extremely helpful physiotherapist.","-0","Trust B","Trust B - Q1"
"cc","Care received","Extremely helpful.","-0","Trust B","Trust B - Q1"
"cs","Care received","Extremely helpful. Helped me consider things I never would have. Helping me getting the assessment and help I need.","-0","Trust B","Trust B - Q1"
"cs","Care received","Extremely likely.  Good care, give famly a break.","-0","Trust B","Trust B - Q1"
"wa","Access","Extremely long waiting time for appointments. Also information lost and wrong appointments given.","-3","Trust B","Trust B - Q1"
"cc","Care received","Extremely pleased with programme.  The staff were very helpful and professional.","-0","Trust B","Trust B - Q1"
"cc","Care received","Extremely pleased with the care I received. XXXX has been fantastic and I am now much more confident going forward.","-0","Trust B","Trust B - Q1"
"sp","Staff","Extremely professional service, very informative, child focussed. Thank you XXXX","-0","Trust B","Trust B - Q1"
"sa","Staff","Extremely satisfied with caring, kind, helpful attitude of all staff, even when busy. Physio and OT encouraging and, supportive. Food always looked hot and appetitising. As a family we have no concerns with my husbands care here.","4","Trust B","Trust B - Q1"
"mi","Communication","Extremely satisfied, understood what was required and found it easy to follow.","-0","Trust B","Trust B - Q1"
"cc","Care received","Extremely satisfied.","-0","Trust B","Trust B - Q1"
"ss","Staff","Extremely super staff who work on this ward.  It's a nice little community hospital.","-0","Trust B","Trust B - Q1"
"cs","Care received","Extremely thorough and helped.","-0","Trust B","Trust B - Q1"
"sp","Staff","Extremely thorough in her questioning of my symptoms, exercises clarified.","-0","Trust B","Trust B - Q1"
"mi","Communication","Extremely useful strategies. Lots of information presented really well and easy to understand. Nice to hear that we can call after to discuss strategies that have been implemented.","-0","Trust B","Trust B - Q1"
"mi","Communication","Extrmely interesting day.  Have learnt a huge amount today and will definateley be making use of what I have learnt.","-0","Trust B","Trust B - Q1"
"mi","Communication","Eye opening- sugar and fat in foods.","-0","Trust B","Trust B - Q1"
"cc","Care received","Fabulous care from every single member of staff.  Patients treated as people not numbers.  Food is great and always served with cheer and encouragement.","-0","Trust B","Trust B - Q1"
"cc","Care received","Fabulous course, very informative and positive.  Given lots of resources to manage my own chronic back pain.
I think in the long term this course will save the NHS money","-0","Trust B","Trust B - Q1"
"cs","Care received","Fabulous help and support.  Put me at ease and treated me with dignity.","-0","Trust B","Trust B - Q1"
"cc","Care received","Fabulous service.","-0","Trust B","Trust B - Q1"
"cr","Care received","Face to face would have been better.","-0","Trust B","Trust B - Q1"
"eq","Environment/facilities","Facilities excellent to meet his needs. Trained staff.","-0","Trust B","Trust B - Q1"
"cc","Care received","Family have expressed to me and staff, they would live here if they needed in the future. ","-0","Trust B","Trust B - Q1"
"cc","Care received","Family of palliative patient stated they were very pleased with the care provided.","-0","Trust B","Trust B - Q1"
"cc","Care received","Family thank staff for their care.","-0","Trust B","Trust B - Q1"
"sp","Staff","Fantasatic extremely proffesional team.   Well done keep it up.","-0","Trust B","Trust B - Q1"
"cc","Care received","Fantastic","-0","Trust B","Trust B - Q1"
"cs","Care received","Fantastic advice and explanation.","-0","Trust B","Trust B - Q1"
"cc","Care received","Fantastic and inspirational. Made me feel proud to be part of LPT and getting the message out. Fantastic session.","-0","Trust B","Trust B - Q1"
"cc","Care received","Fantastic care, couldn�t ask for better.","-0","Trust B","Trust B - Q1"
"mi","Communication","Fantastic course, very educational and lovely friendly staff.","-0","Trust B","Trust B - Q1"
"eq","Environment/facilities","Fantastic facility.  Excellent staff. ","-0","Trust B","Trust B - Q1"
"ss","Staff","Fantastic nurses, XXXX very helpful and informative.","-0","Trust B","Trust B - Q1"
"ct","Care received","Fantastic Occupational Therapy.","-0","Trust B","Trust B - Q1"
"ss","Staff","Fantastic people, actually care.  Thank you ","-0","Trust B","Trust B - Q1"
"cc","Care received","Fantastic service cannot fault it.","-0","Trust B","Trust B - Q1"
"cc","Care received","Fantastic service, very helpful and informative.","-0","Trust B","Trust B - Q1"
"cc","Care received","Fantastic service.","-0","Trust B","Trust B - Q1"
"mi","Communication","Fantastic source of information, very friendly. Thank you","-0","Trust B","Trust B - Q1"
"ss","Staff","Fantastic staff, always listen.","-0","Trust B","Trust B - Q1"
"cs","Care received","Fantastic support and advice, didn't feel rushed.  XXXX was very understanding and approachable, it made a very stressful situation feel better.   XXXX was so great, I couldn't have asked for better support, she is a credit to the service.
Nothing could be better.","-3","Trust B","Trust B - Q1"
"cc","Care received","Fantastic team,  Staff trustworthy, brilliant.","-0","Trust B","Trust B - Q1"
"ap","Access","Fantastic that this course was available to us and completley free, amazing communicationg with signs and symbols.","-0","Trust B","Trust B - Q1"
"cc","Care received","Fantastic, informative session that will benefit my son.","-0","Trust B","Trust B - Q1"
"cc","Care received","Fast and very helpful.","-0","Trust B","Trust B - Q1"
"mi","Communication","Fast response, clear instructions and follow up paperwork.","-0","Trust B","Trust B - Q1"
"al","Access","Father has difficulty walking and confusion due to Dementia - a home visit would have been easier.","-3","Trust B","Trust B - Q1"
"cr","Care received","Feel like we are being proactive in treatment and were informed.","-0","Trust B","Trust B - Q1"
"ds","Dignity","Feel safe on the ward, clean area, get treated well, better ward facilities.","3","Trust B","Trust B - Q1"
"cc","Care received","Feel that everything they could have done in their power they did.","-0","Trust B","Trust B - Q1"
"cr","Care received","Felt it was very well tailored to his requirements.  A very positive attitude and polite and patient therapist.","-0","Trust B","Trust B - Q1"
"ml","Communication","Felt like today we were listened to and some action will be taken to support my daughter.","-0","Trust B","Trust B - Q1"
"ml","Communication","Felt listened to.  1 1/2 hour apointment gave plenty of time for discussions.  Very friendly staff and happy with outcome.","-0","Trust B","Trust B - Q1"
"aa","Access","Few more disabled places.","-1","Trust B","Trust B - Q1"
"ml","Communication","Finally felt like I was listened to, explained next steps.   Having support of crisis team for 6-8 weeks had a big impact and helped greatly.  Helped by XXXX, XXXX and XXXX.","-0","Trust B","Trust B - Q1"
"xf","Miscellaneous","Find funding to support more staff.","-3","Trust B","Trust B - Q1"
"sa","Staff","Find this helpful and everybody here is very nice and polite. They understand all my problems and adapt things for me.","3","Trust B","Trust B - Q1"
"cc","Care received","Fine.  
Only thing is the length of time it takes for someone to answer the call bell. Staff did not know I was visually impaired because it was not written on the board.","-3","Trust B","Trust B - Q1"
"cc","Care received","First assessment was extremely through, my daughter felt well valued.  She came away feeling there was help.  My daughter was listened too.","-0","Trust B","Trust B - Q1"
"cc","Care received","First Class","-0","Trust B","Trust B - Q1"
"cc","Care received","First class assessment.
Excellent service.","-0","Trust B","Trust B - Q1"
"cc","Care received","First class attention with absolutely no complains.","-0","Trust B","Trust B - Q1"
"cc","Care received","First class service.","-0","Trust B","Trust B - Q1"
"ml","Communication","First time felt like we have been listened to and getting somewhere.","-0","Trust B","Trust B - Q1"
"ee","Environment/facilities","Fix the building.","-3","Trust B","Trust B - Q1"
"cc","Care received","Flexible, clear care, centred on patient needs and making our experience of treatment as easy, calm, enjoyable as possible.  Giving my child some fun at a difficult time.","-0","Trust B","Trust B - Q1"
"cp","Care received","Following shoulder op severe restricted movement. I have had physio with XXXX for 6 months and now I am 75% better with movement and pain reduction. Also by doing the exercises to both arms I now may not need an op on my left arm. My surgeon at George Elliot Hospital was very impressed with my progress especially regarding left arm now not needing an op.","-0","Trust B","Trust B - Q1"
"ss","Staff","Food and staff excellent.","-0","Trust B","Trust B - Q1"
"cc","Care received","Food is okay. Sometimes staff don�t get to you as quick enough as you want. 
Look after you well.","-2","Trust B","Trust B - Q1"
"ef","Environment/facilities","Food is the main problem, not enough fresh fruit, better salads. Curries are the best option but could be made more authentic eg, nans and chutneys.","-3","Trust B","Trust B - Q1"
"ef","Environment/facilities","Food lovely all the time.  Staff wonderful and patient.","-0","Trust B","Trust B - Q1"
"cc","Care received","Food not so good (gl free diet). 
Everything else was fine.","-2","Trust B","Trust B - Q1"
"ef","Environment/facilities","Food very good- nurses are very friendly.","-0","Trust B","Trust B - Q1"
"ef","Environment/facilities","Food/majority of nurses are good.","-0","Trust B","Trust B - Q1"
"mi","Communication","For a number of years I've had the problem but with my latest visit from nurse XXXX, I learned a lot more and she gave me help.   All of  her visits she explained how to make better use of my products.","-0","Trust B","Trust B - Q1"
"cc","Care received","For good service and support.","-0","Trust B","Trust B - Q1"
"ss","Staff","For me it was really helpful and everyone were really nice and caring. I really feel like it helped me personally and I got better understanding of things which made me worry","-0","Trust B","Trust B - Q1"
"cc","Care received","Found everything good.","-0","Trust B","Trust B - Q1"
"cp","Care received","Found exercises very helpful for my hip pain, pain has almost gone together with walking daily, have now increased from 2500 steps to 7200 steps.","-0","Trust B","Trust B - Q1"
"mi","Communication","Found it really informative and easy to learn the signs.","-0","Trust B","Trust B - Q1"
"cc","Care received","Found it really useful and going to hopefully help with life at home.","-0","Trust B","Trust B - Q1"
"cc","Care received","Found it useful and helpful.","-0","Trust B","Trust B - Q1"
"cc","Care received","Found it very beneficial for me.","-0","Trust B","Trust B - Q1"
"cc","Care received","Found it very good, very helpful.","-0","Trust B","Trust B - Q1"
"cc","Care received","Found it very helpful and have a contact if I need further help.","-0","Trust B","Trust B - Q1"
"sa","Staff","friendly kind helpful staff","3","Trust B","Trust B - Q1"
"sa","Staff","Friendly person on the phone gave a thorough assessment.","3","Trust B","Trust B - Q1"
"sa","Staff","Friendly service ","3","Trust B","Trust B - Q1"
"sa","Staff","friendly service ","3","Trust B","Trust B - Q1"
"sa","Staff","friendly service, good communication ","3","Trust B","Trust B - Q1"
"sa","Staff","Friendly staff ","3","Trust B","Trust B - Q1"
"cc","Care received","Good","-0","Trust B","Trust B - Q1"
"cc","Care received","good","-0","Trust B","Trust B - Q1"
"cc","Care received","Good ","-0","Trust B","Trust B - Q1"
"cc","Care received","Good ","-0","Trust B","Trust B - Q1"
"cc","Care received","Good ","-0","Trust B","Trust B - Q1"
"cc","Care received","HAPPY","-0","Trust B","Trust B - Q1"
"cc","Care received","happy","-0","Trust B","Trust B - Q1"
"cc","Care received","Happy being here","-0","Trust B","Trust B - Q1"
"cc","Care received","Happy with all care","-0","Trust B","Trust B - Q1"
"cc","Care received","Happy with all care received","-0","Trust B","Trust B - Q1"
"cc","Care received","Happy with all treatment received.","-0","Trust B","Trust B - Q1"
"cc","Care received","happy with care","-0","Trust B","Trust B - Q1"
"cc","Care received","Happy with everything.","-0","Trust B","Trust B - Q1"
"cc","Care received","Happy with experience","-0","Trust B","Trust B - Q1"
"cc","Care received","Happy with my care.Staff very nice. ","-0","Trust B","Trust B - Q1"
"cc","Care received","Happy with my stay here.","-0","Trust B","Trust B - Q1"
"cc","Care received","HAPPY WITH SERVICE","-0","Trust B","Trust B - Q1"
"cc","Care received","happy with service ","-0","Trust B","Trust B - Q1"
"cc","Care received","Happy with service ","-0","Trust B","Trust B - Q1"
"cc","Care received","happy with the service ","-0","Trust B","Trust B - Q1"
"cc","Care received","Happy with their service","-0","Trust B","Trust B - Q1"
"cc","Care received","Help to understand my child dosen't have to, or need to, fit in one type of box.  I would like to have heard more pre teens in it years.","-3","Trust B","Trust B - Q1"
"ss","Staff","I cannot suggest anything that could improve your service. I am satisfied and happy with all the care that I have received. Thank you so much.","-0","Trust B","Trust B - Q1"
"cc","Care received","I could not be happier.","-0","Trust B","Trust B - Q1"
"cc","Care received","I could not have had any better treatment.","-0","Trust B","Trust B - Q1"
"cc","Care received","I could not have had any better treatment. Thank you.","-0","Trust B","Trust B - Q1"
"cc","Care received","I couldn't have asked for a better care than this.","-0","Trust B","Trust B - Q1"
"dp","Dignity","I feel as I have had a positive expereince with the nurses, that are always chatty and they include me into my care. 
","3","Trust B","Trust B - Q1"
"cr","Care received","I feel in my case that this was a waste of the physio's precious time as I need to be seen face to face (or leg to face in my case!!)  The 30 min phone call could be combined with face to face -  not an efficient system for patients or physio's or NHS funding!!","-3","Trust B","Trust B - Q1"
"cl","Care received","I feel my daughter has learned to manage her anxiety a lot more and is socialising with her friends a bit more and it is thanks to the anxiety group that she attended.","3","Trust B","Trust B - Q1"
"cr","Care received","I realise that a proper physical examination is not allowed in the present climate but feel that my husbands true emaciated condition is hidden by his clothing. Only I see it and check for problem areas but I am not an expert.","-3","Trust B","Trust B - Q1"
"cs","Care received","I think it is so much more useful than people think and it is about realising how and what causes the problem, and how to help your self.","-0","Trust B","Trust B - Q1"
"cs","Care received","I think it would really help people with anxieties, with techniques.","-3","Trust B","Trust B - Q1"
"cc","Care received","It has helped me a lot, so I could help someone else, I would definitely recommend to them.","-0","Trust B","Trust B - Q1"
"cl","Care received","It helped our family and it's helped our confidence as a family. It's made a massive difference in my brother, he's able to deal with a lot more","4","Trust B","Trust B - Q1"
"cc","Care received","It really helps you to understand anxiety.","-0","Trust B","Trust B - Q1"
"cc","Care received","It was very helpful.","-0","Trust B","Trust B - Q1"
